City,Colors Reported,Shape Reported,State,Time,sighting,Year
Arkansas,,,AR,2010-03-01 23:00:00,1,2010
Pittsburg,,TRIANGLE,CA,2010-03-01 23:00:00,1,2010
Austin,,,TX,2010-03-02 05:00:00,1,2010
Rio Rancho,,FIREBALL,NM,2010-03-03 06:15:00,1,2010
Fairfield,RED GREEN,FIREBALL,IA,2010-03-03 07:10:00,1,2010
Cleveland,,,OH,2010-03-03 08:00:00,1,2010
Phoenix,RED,,AZ,2010-03-03 13:35:00,1,2010
Crete,,FORMATION,IL,2010-03-03 19:00:00,1,2010
Alma,,,AR,2010-03-03 19:19:00,1,2010
Knoxvile,,TRIANGLE,TN,2010-03-03 22:10:00,1,2010
Canyon Lake,,OTHER,TX,2010-03-04 11:00:00,1,2010
North Little Rock,,,AR,2010-03-04 19:18:00,1,2010
Ontario,,FLASH,CA,2010-03-04 19:45:00,1,2010
Ballston Lake,GREEN,FIREBALL,NY,2010-03-04 23:45:00,1,2010
Tacoma,,FIREBALL,WA,2010-03-05 00:20:00,1,2010
Proctor,,DISK,AR,2010-03-05 01:40:00,1,2010
Fort Smith,,OTHER,AR,2010-03-05 03:00:00,1,2010
Springboro,,OTHER,OH,2010-03-05 12:50:00,1,2010
Hicksville,,OVAL,NY,2010-03-05 17:20:00,1,2010
New Hartford,,LIGHT,CT,2010-03-05 18:30:00,1,2010
Phoenix,,OTHER,AZ,2010-03-05 18:45:00,1,2010
Bath,,LIGHT,NH,2010-03-05 19:10:00,1,2010
Port Townsend,ORANGE,FORMATION,WA,2010-03-05 20:10:00,1,2010
Buffalo,,LIGHT,TX,2010-03-05 20:37:00,1,2010
Kihei,,CIRCLE,HI,2010-03-05 20:45:00,1,2010
Kihei,,CIRCLE,HI,2010-03-05 21:00:00,1,2010
Plattsmouth,,LIGHT,NE,2010-03-05 21:00:00,1,2010
Romeo,RED GREEN BLUE,SPHERE,MI,2010-03-05 21:00:00,1,2010
Hansville,,LIGHT,WA,2010-03-05 22:00:00,1,2010
West Chester,,TRIANGLE,PA,2010-03-05 22:00:00,1,2010
Romeo,,DIAMOND,MI,2010-03-05 22:04:00,1,2010
Olympia,,LIGHT,WA,2010-03-05 22:35:00,1,2010
Lockport,,TRIANGLE,IL,2010-03-05 23:00:00,1,2010
Oak Harbor,,OTHER,WA,2010-03-05 23:18:00,1,2010
Yakima,,LIGHT,WA,2010-03-06 02:10:00,1,2010
Berryville,,CYLINDER,VA,2010-03-06 02:15:00,1,2010
Moses Lake,BLUE,OTHER,WA,2010-03-06 11:00:00,1,2010
Kissimmee,,DISK,FL,2010-03-06 12:55:00,1,2010
Eureka,ORANGE,FIREBALL,CA,2010-03-06 20:00:00,1,2010
Northwest,,SPHERE,NC,2010-03-06 20:00:00,1,2010
Rochester,,TRIANGLE,WA,2010-03-06 20:00:00,1,2010
Silverton,,TRIANGLE,OR,2010-03-06 20:35:00,1,2010
Fairfax,,OTHER,VA,2010-03-06 20:45:00,1,2010
Niles,,,MI,2010-03-06 21:00:00,1,2010
Englewood,,CIRCLE,NJ,2010-03-06 21:30:00,1,2010
Cape Neddick,,CIRCLE,ME,2010-03-06 23:30:00,1,2010
Cramerton,,TRIANGLE,NC,2010-03-07 19:00:00,1,2010
Longwood,,FLASH,FL,2010-03-07 20:00:00,1,2010
Liverpool,,VARIOUS,NY,2010-03-07 21:17:00,1,2010
Missoula,RED,TRIANGLE,MT,2010-03-07 21:20:00,1,2010
Dyersburg,,FIREBALL,TN,2010-03-08 15:45:00,1,2010
Green Bay,GREEN,CIRCLE,WI,2010-03-08 19:20:00,1,2010
Middlefield,,TRIANGLE,OH,2010-03-09 02:35:00,1,2010
Riesel,,SPHERE,TX,2010-03-09 03:00:00,1,2010
Bethlehem,,CYLINDER,PA,2010-03-09 07:57:00,1,2010
Bethlehem,,VARIOUS,PA,2010-03-09 18:00:00,1,2010
San Antonio,RED,SPHERE,TX,2010-03-09 20:50:00,1,2010
La Palma,ORANGE,CIGAR,CA,2010-03-09 21:30:00,1,2010
Huson,,CIRCLE,MT,2010-03-10 00:23:00,1,2010
Anaheim,,DISK,CA,2010-03-10 00:45:00,1,2010
Moravian Falls,YELLOW,LIGHT,NC,2010-03-10 02:40:00,1,2010
West liberty,,TRIANGLE,IL,2010-03-10 03:00:00,1,2010
Livermore,,FLASH,CA,2010-03-10 19:00:00,1,2010
Wentzville,,LIGHT,MO,2010-03-10 19:45:00,1,2010
Poth,,TRIANGLE,TX,2010-03-11 10:00:00,1,2010
Carlisle,RED,TRIANGLE,PA,2010-03-11 19:00:00,1,2010
Havre,,LIGHT,MT,2010-03-11 19:30:00,1,2010
Havre,RED YELLOW,OTHER,MT,2010-03-11 19:30:00,1,2010
South Charleston,,,OH,2010-03-12 00:00:00,1,2010
Fuquay,,FLASH,NC,2010-03-12 03:13:00,1,2010
Robinson Twp.,,LIGHT,PA,2010-03-12 03:22:00,1,2010
In flight,,CYLINDER,NV,2010-03-12 15:30:00,1,2010
Tukwila,,LIGHT,WA,2010-03-12 19:10:00,1,2010
Erie,,VARIOUS,PA,2010-03-12 19:56:00,1,2010
Erie,,VARIOUS,PA,2010-03-12 19:56:00,1,2010
McKenzie,,TRIANGLE,AL,2010-03-12 20:30:00,1,2010
Destin,,LIGHT,FL,2010-03-12 21:00:00,1,2010
North Hollywood,,,CA,2010-03-12 21:00:00,1,2010
Destin,,CIRCLE,FL,2010-03-12 21:10:00,1,2010
Crestview,ORANGE,CIRCLE,FL,2010-03-12 21:20:00,1,2010
Ogden,ORANGE,LIGHT,UT,2010-03-12 21:23:00,1,2010
Medway,GREEN,CIRCLE,ME,2010-03-13 00:00:00,1,2010
Memphis,,CIRCLE,TN,2010-03-13 01:00:00,1,2010
Ephrata,,LIGHT,WA,2010-03-13 07:45:00,1,2010
New York City,,SPHERE,NY,2010-03-13 18:00:00,1,2010
Lynnwood,,LIGHT,WA,2010-03-13 19:07:00,1,2010
Edmonds,ORANGE,OVAL,WA,2010-03-13 19:15:00,1,2010
Edmonds,RED,CIRCLE,WA,2010-03-13 19:30:00,1,2010
Bonita Springs,,SPHERE,FL,2010-03-13 20:10:00,1,2010
Metairie,RED YELLOW,FIREBALL,LA,2010-03-13 21:10:00,1,2010
Cleveland,,OVAL,OH,2010-03-13 22:00:00,1,2010
Corvallis,ORANGE,CHEVRON,OR,2010-03-14 03:40:00,1,2010
Carmel-by-the-Sea,,FLASH,CA,2010-03-14 06:05:00,1,2010
Florence,,OTHER,MS,2010-03-14 13:45:00,1,2010
Honolulu,,CYLINDER,HI,2010-03-14 15:30:00,1,2010
Pasadena,,VARIOUS,CA,2010-03-14 16:00:00,1,2010
East Dundee,,TRIANGLE,IL,2010-03-14 19:45:00,1,2010
Bozeman,,LIGHT,MT,2010-03-14 20:30:00,1,2010
Great Falls,ORANGE,LIGHT,MT,2010-03-14 21:30:00,1,2010
Pensacola,,LIGHT,FL,2010-03-15 00:00:00,1,2010
Tijeras,,RECTANGLE,NM,2010-03-15 05:45:00,1,2010
Crestline,,DISK,CA,2010-03-15 07:00:00,1,2010
Modesto,,RECTANGLE,CA,2010-03-15 18:00:00,1,2010
Reading,,,PA,2010-03-15 20:00:00,1,2010
Bethleham,,CIRCLE,GA,2010-03-15 20:15:00,1,2010
Chicago,,,IL,2010-03-16 00:15:00,1,2010
Skokie,,CHEVRON,IL,2010-03-16 02:00:00,1,2010
Canton,,LIGHT,MS,2010-03-16 06:10:00,1,2010
Wilmington,,CROSS,VT,2010-03-16 10:00:00,1,2010
Westerly,,CIRCLE,RI,2010-03-16 12:45:00,1,2010
Hewlett,,SPHERE,NY,2010-03-16 15:30:00,1,2010
Tempe,,,AZ,2010-03-16 16:45:00,1,2010
Rochester,ORANGE,LIGHT,IN,2010-03-16 21:30:00,1,2010
Long Beach,,TRIANGLE,CA,2010-03-16 21:40:00,1,2010
Milford,,CIRCLE,CT,2010-03-16 22:00:00,1,2010
Pittsboro,RED BLUE,OTHER,NC,2010-03-16 23:00:00,1,2010
Little Neck,,,NY,2010-03-16 23:30:00,1,2010
Converse,,DISK,TX,2010-03-17 00:00:00,1,2010
Highland,,LIGHT,NY,2010-03-17 00:00:00,1,2010
Cincinnati,,SPHERE,OH,2010-03-17 00:32:00,1,2010
Riverside,,OTHER,CA,2010-03-17 10:00:00,1,2010
Irvine,,,CA,2010-03-17 16:40:00,1,2010
Las Vegas,,CIRCLE,NV,2010-03-17 19:00:00,1,2010
Avon,,LIGHT,MA,2010-03-17 20:30:00,1,2010
Anderson,,LIGHT,IN,2010-03-17 22:00:00,1,2010
Roscoe,,TRIANGLE,IL,2010-03-17 22:01:00,1,2010
Barberton,RED BLUE,SPHERE,OH,2010-03-18 00:15:00,1,2010
Chicago,,OTHER,IL,2010-03-18 01:15:00,1,2010
Ashtabula,,,OH,2010-03-18 07:05:00,1,2010
Carlisle,,LIGHT,PA,2010-03-18 10:00:00,1,2010
Jonesboro,,LIGHT,IN,2010-03-18 10:00:00,1,2010
DeFuniak Springs,ORANGE,DISK,FL,2010-03-18 20:15:00,1,2010
Fort Madison,,FLASH,IA,2010-03-18 20:50:00,1,2010
Meridian,,FIREBALL,ID,2010-03-18 21:00:00,1,2010
Eureka,,LIGHT,CA,2010-03-18 21:04:00,1,2010
Haylow,,CIRCLE,GA,2010-03-18 23:30:00,1,2010
Florence,GREEN,LIGHT,NJ,2010-03-19 10:00:00,1,2010
Franklin,GREEN,RECTANGLE,TN,2010-03-19 11:00:00,1,2010
Sewell,GREEN,DIAMOND,NJ,2010-03-19 11:34:00,1,2010
Tallahassee,,CHEVRON,FL,2010-03-19 17:45:00,1,2010
Mays Landing,,,NJ,2010-03-19 19:00:00,1,2010
West Linn,,TRIANGLE,OR,2010-03-19 20:00:00,1,2010
Statham,,CIRCLE,GA,2010-03-19 20:05:00,1,2010
Simi Valley,ORANGE,,CA,2010-03-19 20:15:00,1,2010
Annapolis,,DISK,MD,2010-03-19 21:16:00,1,2010
Rockmart,,,GA,2010-03-19 21:25:00,1,2010
Smackover,,TRIANGLE,AR,2010-03-19 22:00:00,1,2010
Wilmington,GREEN,SPHERE,DE,2010-03-19 22:00:00,1,2010
Branchburg,BLUE,TRIANGLE,NJ,2010-03-19 22:20:00,1,2010
Lafayette,,TRIANGLE,IN,2010-03-19 22:30:00,1,2010
Buffalo,,FORMATION,NY,2010-03-19 23:00:00,1,2010
Key Largo,ORANGE,FIREBALL,FL,2010-03-20 09:10:00,1,2010
Venus,,CIRCLE,FL,2010-03-20 20:00:00,1,2010
Hopkins,,VARIOUS,SC,2010-03-20 22:00:00,1,2010
Eldersburg,,DISK,MD,2010-03-20 23:00:00,1,2010
Laconia,,VARIOUS,NH,2010-03-20 23:00:00,1,2010
Laconia,,VARIOUS,NH,2010-03-20 23:00:00,1,2010
St. Clair,RED BLUE,LIGHT,MI,2010-03-21 02:45:00,1,2010
Depoe Bay,,CYLINDER,OR,2010-03-21 03:00:00,1,2010
Issaquah,,CIRCLE,WA,2010-03-21 04:00:00,1,2010
Issaquah,,OTHER,WA,2010-03-21 04:00:00,1,2010
Stockton,,CIRCLE,CA,2010-03-21 20:30:00,1,2010
Fountain Inn,,DISK,SC,2010-03-22 10:20:00,1,2010
East Troy,,OVAL,WI,2010-03-22 20:30:00,1,2010
Dublin,,LIGHT,TX,2010-03-22 21:00:00,1,2010
Portage,,SPHERE,MI,2010-03-22 21:00:00,1,2010
Biloxi,,TRIANGLE,MS,2010-03-22 23:00:00,1,2010
Knappa,ORANGE,OTHER,OR,2010-03-22 23:00:00,1,2010
El Paso,,VARIOUS,TX,2010-03-23 01:45:00,1,2010
Winter Haven,,LIGHT,FL,2010-03-23 09:49:00,1,2010
Chippewa Falls,,TRIANGLE,WI,2010-03-23 20:58:00,1,2010
Tulsa,,LIGHT,OK,2010-03-23 23:00:00,1,2010
Oregon,,,OH,2010-03-23 23:41:00,1,2010
Eden,,CIRCLE,NC,2010-03-24 01:00:00,1,2010
Waukegan,,OTHER,IL,2010-03-24 10:00:00,1,2010
Mesa,,SPHERE,AZ,2010-03-24 19:40:00,1,2010
Evansville,,,IN,2010-03-24 20:15:00,1,2010
Stockton,,LIGHT,CA,2010-03-24 22:15:00,1,2010
Sachse,,SPHERE,TX,2010-03-25 15:00:00,1,2010
Colcord,,VARIOUS,OK,2010-03-25 18:00:00,1,2010
South Bend,,,IN,2010-03-25 21:00:00,1,2010
Edmond,,,OK,2010-03-25 23:00:00,1,2010
Bloomington,,LIGHT,CA,2010-03-26 00:00:00,1,2010
Del Mar,,OTHER,CA,2010-03-26 07:45:00,1,2010
Ephrata,RED ORANGE,LIGHT,WA,2010-03-26 08:30:00,1,2010
Elk Grove,,,CA,2010-03-26 12:00:00,1,2010
San Francisco,,,CA,2010-03-26 17:20:00,1,2010
Broadway,,LIGHT,VA,2010-03-26 20:35:00,1,2010
Lee's Summit,,TRIANGLE,MO,2010-03-26 21:50:00,1,2010
San Jose,RED,LIGHT,CA,2010-03-26 21:50:00,1,2010
Delray Beach,,SPHERE,FL,2010-03-26 23:00:00,1,2010
Valencia,RED BLUE,CYLINDER,CA,2010-03-27 00:10:00,1,2010
Shepherdsville,,TRIANGLE,KY,2010-03-27 01:00:00,1,2010
Bakersfield,,FLASH,CA,2010-03-27 13:00:00,1,2010
Ewa Beach,,,HI,2010-03-27 19:45:00,1,2010
Tampa,,FORMATION,FL,2010-03-27 22:01:00,1,2010
Los Angeles,,,CA,2010-03-27 23:00:00,1,2010
East Hartford,,FIREBALL,CT,2010-03-27 23:20:00,1,2010
Beach Park,,CIRCLE,IL,2010-03-28 09:05:00,1,2010
Kansas,,SPHERE,KS,2010-03-28 15:30:00,1,2010
Modesto,,OVAL,CA,2010-03-28 21:30:00,1,2010
Monterey,RED GREEN BLUE,LIGHT,CA,2010-03-28 21:30:00,1,2010
Burbank,,DISK,CA,2010-03-28 21:50:00,1,2010
Colchester,,OVAL,VT,2010-03-28 23:45:00,1,2010
Los Angeles,,LIGHT,CA,2010-03-29 20:15:00,1,2010
Oro Valley,,FORMATION,AZ,2010-03-29 20:21:00,1,2010
Arlington,,LIGHT,TX,2010-03-29 21:01:00,1,2010
Worcester,,VARIOUS,MA,2010-03-29 23:00:00,1,2010
Gaylord,,LIGHT,MI,2010-03-30 07:30:00,1,2010
Port Charlotte,,LIGHT,FL,2010-03-30 09:00:00,1,2010
Clearwater,BLUE,SPHERE,FL,2010-03-30 21:15:00,1,2010
Joplin,,TRIANGLE,MO,2010-03-30 21:25:00,1,2010
Wise,,LIGHT,VA,2010-03-30 22:30:00,1,2010
Mt. Pleasant,,LIGHT,PA,2010-03-30 23:00:00,1,2010
Chapel Hill,,CONE,NC,2010-03-31 00:00:00,1,2010
no data,,TEARDROP,NV,2010-03-31 01:30:00,1,2010
Portage,YELLOW,FIREBALL,MI,2010-03-31 05:25:00,1,2010
Modesto,,LIGHT,CA,2010-03-31 19:00:00,1,2010
Annandale,,LIGHT,NJ,2010-03-31 20:00:00,1,2010
Glen Rose,,LIGHT,TX,2010-03-31 20:00:00,1,2010
New Kensington,RED GREEN BLUE,OTHER,PA,2010-03-31 20:00:00,1,2010
North Hollywood,,VARIOUS,CA,2010-03-31 20:15:00,1,2010
Abilene,ORANGE,LIGHT,TX,2010-03-31 20:30:00,1,2010
International Falls,,CROSS,MN,2010-03-31 22:00:00,1,2010
Norfolk,,CIGAR,VA,2010-04-01 00:00:00,1,2010
Mt. Hood,,LIGHT,OR,2010-04-01 01:00:00,1,2010
Kittitas,,OTHER,WA,2010-04-01 01:45:00,1,2010
Naples,,CIRCLE,FL,2010-04-01 13:00:00,1,2010
Reynoldsburg,,OTHER,OH,2010-04-01 15:00:00,1,2010
Somers,,OTHER,CT,2010-04-01 15:10:00,1,2010
Milton,GREEN,FIREBALL,MA,2010-04-01 20:15:00,1,2010
Santa Ana,,TRIANGLE,CA,2010-04-02 04:50:00,1,2010
Gallatin,,,TN,2010-04-02 13:00:00,1,2010
Vancouver,,TRIANGLE,WA,2010-04-02 15:55:00,1,2010
Tamarac,,LIGHT,FL,2010-04-02 20:25:00,1,2010
Greenville,GREEN,FORMATION,RI,2010-04-02 20:45:00,1,2010
La Quinta,,FORMATION,CA,2010-04-02 21:00:00,1,2010
Mandeville,GREEN,LIGHT,LA,2010-04-02 21:30:00,1,2010
Howell,RED,LIGHT,MI,2010-04-02 22:45:00,1,2010
Colorado Springs,,LIGHT,CO,2010-04-02 23:45:00,1,2010
Georgetown,,TRIANGLE,TX,2010-04-03 00:00:00,1,2010
Lubbock,,TRIANGLE,TX,2010-04-03 01:00:00,1,2010
Milwaukee,,LIGHT,WI,2010-04-03 05:50:00,1,2010
Monterey,,EGG,CA,2010-04-03 11:16:00,1,2010
Punta Gorda,,LIGHT,FL,2010-04-03 12:00:00,1,2010
Las Vegas,,LIGHT,NV,2010-04-03 20:15:00,1,2010
Wesley Chapel,,OTHER,FL,2010-04-03 21:00:00,1,2010
Muskegon,,VARIOUS,MI,2010-04-03 22:00:00,1,2010
Modesto,,LIGHT,CA,2010-04-04 00:00:00,1,2010
St. Clair Shores,,CIRCLE,MI,2010-04-04 01:00:00,1,2010
Haddam,,CIGAR,CT,2010-04-04 16:00:00,1,2010
Los Angeles,,,CA,2010-04-04 18:52:00,1,2010
Lexington,RED,DISK,OH,2010-04-05 00:00:00,1,2010
Lynn,,CIRCLE,MA,2010-04-05 18:45:00,1,2010
Highway 85,,DIAMOND,AZ,2010-04-05 20:20:00,1,2010
Marshfield,,SPHERE,MA,2010-04-05 22:00:00,1,2010
Scott,,LIGHT,AR,2010-04-05 22:10:00,1,2010
Burnsville,,,NC,2010-04-05 22:30:00,1,2010
Lakeridge,,SPHERE,VA,2010-04-05 22:30:00,1,2010
Wilmington,,OVAL,NC,2010-04-05 23:00:00,1,2010
Springfield,,SPHERE,MO,2010-04-05 23:10:00,1,2010
Terre Haute,,LIGHT,IN,2010-04-05 23:55:00,1,2010
Columbus,YELLOW,TRIANGLE,OH,2010-04-06 04:32:00,1,2010
San Marcos,,OVAL,CA,2010-04-06 20:57:00,1,2010
Cleveland,,FIREBALL,OH,2010-04-06 22:05:00,1,2010
Pomona,,LIGHT,CA,2010-04-07 05:20:00,1,2010
New Tazewell,,CIGAR,TN,2010-04-07 12:00:00,1,2010
Burns,,DISK,OR,2010-04-07 20:30:00,1,2010
Tulsa,,LIGHT,OK,2010-04-07 22:13:00,1,2010
Tulsa,,LIGHT,OK,2010-04-07 23:13:00,1,2010
Bunnell,,VARIOUS,FL,2010-04-08 00:00:00,1,2010
West Monroe,,LIGHT,LA,2010-04-08 00:00:00,1,2010
Atascocita,,DISK,TX,2010-04-08 00:22:00,1,2010
Amelia,,TRIANGLE,OH,2010-04-08 01:34:00,1,2010
Westchester,RED,CIRCLE,CA,2010-04-08 05:15:00,1,2010
Downey,,SPHERE,CA,2010-04-08 09:45:00,1,2010
Salinas,,CIGAR,CA,2010-04-08 15:15:00,1,2010
San Diego,,TRIANGLE,CA,2010-04-08 19:37:00,1,2010
Dripping Springs,,OVAL,TX,2010-04-08 20:49:00,1,2010
Dripping Springs,,OVAL,TX,2010-04-08 20:49:00,1,2010
Pomona,ORANGE,FIREBALL,CA,2010-04-08 21:45:00,1,2010
Cotulla,YELLOW,TRIANGLE,TX,2010-04-08 22:00:00,1,2010
Evergreen,,LIGHT,CO,2010-04-08 22:00:00,1,2010
Shreveport,RED,OTHER,LA,2010-04-08 22:00:00,1,2010
Brady,,LIGHT,WA,2010-04-08 22:40:00,1,2010
Brady,,LIGHT,WA,2010-04-08 22:40:00,1,2010
Brady,,LIGHT,WA,2010-04-08 22:45:00,1,2010
Oakland,,TRIANGLE,CA,2010-04-09 01:14:00,1,2010
Evansville,,LIGHT,IN,2010-04-09 05:05:00,1,2010
Independence,,LIGHT,MO,2010-04-09 18:30:00,1,2010
Belmont,,TRIANGLE,ME,2010-04-09 19:07:00,1,2010
Wenden,,DISK,AZ,2010-04-09 20:35:00,1,2010
Yuma,,CIRCLE,AZ,2010-04-09 21:00:00,1,2010
Indianapolis,RED,TRIANGLE,IN,2010-04-09 21:30:00,1,2010
Plainview,RED GREEN,,NY,2010-04-09 22:00:00,1,2010
San Antonio,,TRIANGLE,TX,2010-04-09 23:15:00,1,2010
Delamar Dry Lake,ORANGE,OTHER,NV,2010-04-09 23:30:00,1,2010
Warwick,,DISK,RI,2010-04-10 00:00:00,1,2010
New York City,,OVAL,NY,2010-04-10 01:04:00,1,2010
Mashantucket,,CROSS,CT,2010-04-10 05:15:00,1,2010
Greenville,,,NC,2010-04-10 12:00:00,1,2010
Rutland,,SPHERE,VT,2010-04-10 12:00:00,1,2010
Augusta,,OVAL,GA,2010-04-10 13:00:00,1,2010
San Diego,,CHEVRON,CA,2010-04-10 17:30:00,1,2010
Branson,,LIGHT,MO,2010-04-10 18:00:00,1,2010
Excelsior Springs,,,MO,2010-04-10 19:50:00,1,2010
Cheyenne,,,WY,2010-04-10 21:00:00,1,2010
Cheyenne,,TRIANGLE,WY,2010-04-10 21:00:00,1,2010
Warwick,,,RI,2010-04-10 21:00:00,1,2010
Fargo,,FORMATION,ND,2010-04-10 22:00:00,1,2010
Grove City,,TRIANGLE,MN,2010-04-10 22:10:00,1,2010
Arlington,GREEN,CHEVRON,TX,2010-04-10 23:30:00,1,2010
Charlotte,RED,SPHERE,TX,2010-04-10 23:35:00,1,2010
Rialto,,SPHERE,CA,2010-04-11 02:00:00,1,2010
Hudson,RED GREEN,TRIANGLE,NY,2010-04-11 21:00:00,1,2010
Riverview,,LIGHT,MI,2010-04-11 21:05:00,1,2010
Terre Haute,RED,TRIANGLE,IN,2010-04-11 22:00:00,1,2010
Concord,,OVAL,NC,2010-04-11 22:18:00,1,2010
Flossmoor,,TRIANGLE,IL,2010-04-11 23:50:00,1,2010
Camillus,,CIGAR,NY,2010-04-12 00:00:00,1,2010
Waxahachie,,TRIANGLE,TX,2010-04-12 01:00:00,1,2010
Sunset Beach,,CIRCLE,NC,2010-04-12 21:30:00,1,2010
Rutland,,TRIANGLE,VT,2010-04-12 21:40:00,1,2010
Salem,,LIGHT,OR,2010-04-12 22:00:00,1,2010
Aiken,,TRIANGLE,SC,2010-04-13 08:30:00,1,2010
rutland,,CIRCLE,MA,2010-04-13 11:11:00,1,2010
Pt. Pleasant,,OTHER,WV,2010-04-13 16:15:00,1,2010
Waterville,,CIGAR,VT,2010-04-13 19:30:00,1,2010
Moses Lake,,SPHERE,WA,2010-04-13 20:30:00,1,2010
Northfield,,,VT,2010-04-13 21:00:00,1,2010
Mahomet,,TRIANGLE,IL,2010-04-13 21:50:00,1,2010
Sunnyside,,,WA,2010-04-13 22:15:00,1,2010
Sunnyside,ORANGE,FIREBALL,WA,2010-04-13 22:15:00,1,2010
Hugo,RED,SPHERE,MN,2010-04-13 22:30:00,1,2010
Jersey City,,LIGHT,NJ,2010-04-13 22:45:00,1,2010
East Wenatchee,,TRIANGLE,WA,2010-04-14 02:30:00,1,2010
Andover,,CYLINDER,NY,2010-04-14 06:30:00,1,2010
Auburn,,VARIOUS,NY,2010-04-14 09:50:00,1,2010
Bowling Green,,FIREBALL,KY,2010-04-14 13:45:00,1,2010
Kent,,OTHER,WA,2010-04-14 20:55:00,1,2010
Centerton,,LIGHT,AR,2010-04-14 21:00:00,1,2010
Santa Cruz,,DIAMOND,CA,2010-04-14 21:00:00,1,2010
Remington,,FIREBALL,IN,2010-04-14 21:59:00,1,2010
Auburn,,VARIOUS,NY,2010-04-14 22:00:00,1,2010
Cedar Rapids,RED GREEN BLUE,CIRCLE,IA,2010-04-14 22:00:00,1,2010
Little Neck,,OTHER,NY,2010-04-14 22:00:00,1,2010
Rochester,,SPHERE,MN,2010-04-14 22:00:00,1,2010
Coralville,GREEN,FIREBALL,IA,2010-04-14 22:03:00,1,2010
Moline,,CIRCLE,IL,2010-04-14 22:04:00,1,2010
Lamoni,GREEN,FIREBALL,IA,2010-04-14 22:05:00,1,2010
Onalaska,BLUE,FLASH,WI,2010-04-14 22:06:00,1,2010
Orion,,FIREBALL,IL,2010-04-14 22:07:00,1,2010
Festus,BLUE,CIRCLE,MO,2010-04-14 22:08:00,1,2010
Ogdensburg,,FIREBALL,WI,2010-04-14 22:10:00,1,2010
Iowa,ORANGE GREEN,,IA,2010-04-14 22:12:00,1,2010
Hiawatha,,FIREBALL,IA,2010-04-14 22:15:00,1,2010
Sunrise,,LIGHT,FL,2010-04-14 22:20:00,1,2010
Akron,,OVAL,OH,2010-04-14 23:00:00,1,2010
Macks Creek,,LIGHT,MO,2010-04-14 23:02:00,1,2010
Dearborn Heights,,LIGHT,MI,2010-04-15 00:05:00,1,2010
Conneautville,,,PA,2010-04-15 09:00:00,1,2010
Kingman,,CIRCLE,AZ,2010-04-15 11:00:00,1,2010
East Hazel Crest,,CIRCLE,IL,2010-04-15 16:30:00,1,2010
Ventura,,TRIANGLE,CA,2010-04-15 21:00:00,1,2010
Buxton,,FIREBALL,NC,2010-04-15 21:30:00,1,2010
Bakersfield,,CHEVRON,CA,2010-04-15 22:15:00,1,2010
Nederland,,LIGHT,TX,2010-04-15 22:18:00,1,2010
Minneapolis,,DISK,MN,2010-04-15 22:30:00,1,2010
Marquette,,TRIANGLE,MI,2010-04-16 01:00:00,1,2010
Wheaton,,TRIANGLE,MN,2010-04-16 21:30:00,1,2010
Holt,,DISK,MI,2010-04-16 22:00:00,1,2010
Santa Cruz,,FORMATION,CA,2010-04-16 22:15:00,1,2010
Lac Du Flambeau,,LIGHT,WI,2010-04-17 00:00:00,1,2010
Ocean Springs,,FIREBALL,MS,2010-04-17 00:00:00,1,2010
Albuquerque,,OVAL,NM,2010-04-17 18:39:00,1,2010
Queen Creek,,CROSS,AZ,2010-04-17 20:21:00,1,2010
Nipomo,,DISK,CA,2010-04-17 22:10:00,1,2010
Angola,,TRIANGLE,NY,2010-04-17 22:12:00,1,2010
Ft. Meade,,DISK,MD,2010-04-17 22:30:00,1,2010
Meadville,,LIGHT,PA,2010-04-18 00:05:00,1,2010
Merced,,TRIANGLE,CA,2010-04-18 01:20:00,1,2010
Truman,,TRIANGLE,MN,2010-04-18 09:41:00,1,2010
Colton,,OTHER,CA,2010-04-18 13:33:00,1,2010
Erin,,RECTANGLE,TN,2010-04-18 15:45:00,1,2010
Missoula,ORANGE,,MT,2010-04-18 20:00:00,1,2010
New Lenox,,VARIOUS,IL,2010-04-18 20:00:00,1,2010
Truman,,FORMATION,MN,2010-04-18 22:00:00,1,2010
Tempe,BLUE,VARIOUS,AZ,2010-04-19 00:30:00,1,2010
Honolulu,,TRIANGLE,HI,2010-04-19 15:00:00,1,2010
Cocoa,GREEN,,FL,2010-04-19 21:20:00,1,2010
Porterville,,OTHER,CA,2010-04-19 21:25:00,1,2010
Vancouver,,SPHERE,WA,2010-04-20 07:53:00,1,2010
Fairfield,,VARIOUS,TX,2010-04-20 19:00:00,1,2010
North Myrtle Beach,,CIRCLE,SC,2010-04-20 19:00:00,1,2010
San Clemente,,TRIANGLE,CA,2010-04-20 20:45:00,1,2010
Las Vegas,ORANGE,FIREBALL,NV,2010-04-20 21:00:00,1,2010
Philadelphia,ORANGE,TRIANGLE,PA,2010-04-20 21:00:00,1,2010
Post Falls,,LIGHT,ID,2010-04-20 23:59:00,1,2010
Waldport,,TRIANGLE,OR,2010-04-21 01:30:00,1,2010
Yarmouth,,LIGHT,ME,2010-04-21 04:45:00,1,2010
Sherman Oaks,,SPHERE,CA,2010-04-21 19:30:00,1,2010
Kirkland,,RECTANGLE,WA,2010-04-21 21:30:00,1,2010
Squaw Valley,,,CA,2010-04-21 22:00:00,1,2010
Easton,,LIGHT,PA,2010-04-22 00:30:00,1,2010
Kingston,,SPHERE,NH,2010-04-22 00:51:00,1,2010
